age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income_more50K
30-39,Private,>300K,Prof-school,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
>=60,Self-emp-not-inc,100K-200K,7th-8th,<8,Married-civ-spouse,Transport-moving,Husband,White,Male,35-40,United-States,1
30-39,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Other-service,Wife,White,Female,<35,Poland,0
30-39,Private,200K-300K,HS-grad,8--9,Separated,Other-service,Unmarried,White,Female,35-40,China,0
20-29,Private,100K-200K,Assoc-acdm,>=10,Never-married,Prof-specialty,Not-in-family,White,Female,35-40,United-States,0
30-39,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Tech-support,Husband,White,Male,>40,United-States,1
40-49,Federal-gov,100K-200K,HS-grad,8--9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,>40,United-States,1
50-59,Private,>300K,7th-8th,<8,Widowed,Farming-fishing,Other-relative,White,Female,>40,Guatemala,0
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Handlers-cleaners,Not-in-family,White,Female,35-40,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Handlers-cleaners,Own-child,White,Male,35-40,United-States,0
20-29,Private,>300K,HS-grad,8--9,Never-married,Other-service,Unmarried,White,Female,35-40,United-States,0
20-29,Self-emp-not-inc,100K-200K,Masters,>=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,<35,United-States,1
20-29,Federal-gov,>300K,HS-grad,8--9,Never-married,Prof-specialty,Not-in-family,White,Male,35-40,United-States,0
50-59,State-gov,>300K,HS-grad,8--9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,35-40,United-States,1
30-39,Local-gov,200K-300K,Bachelors,>=10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,35-40,Philippines,0
40-49,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,<35,Mexico,0
40-49,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
50-59,Private,>300K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,1
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Prof-specialty,Unmarried,White,Female,>40,United-States,0
50-59,Private,100K-200K,HS-grad,8--9,Separated,Adm-clerical,Not-in-family,White,Female,35-40,United-States,0
40-49,Private,>300K,11th,<8,Divorced,Handlers-cleaners,Not-in-family,White,Male,35-40,United-States,0
<20,Private,100K-200K,HS-grad,8--9,Never-married,Prof-specialty,Not-in-family,White,Female,35-40,United-States,0
40-49,Private,200K-300K,HS-grad,8--9,Never-married,Tech-support,Other-relative,White,Male,>40,United-States,0
30-39,Private,<100K,11th,<8,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
20-29,Local-gov,100K-200K,Assoc-acdm,>=10,Married-civ-spouse,Protective-serv,Husband,White,Male,35-40,England,0
40-49,Private,100K-200K,HS-grad,8--9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,35-40,United-States,0
40-49,Private,100K-200K,Masters,>=10,Never-married,Prof-specialty,Not-in-family,White,Female,35-40,United-States,1
40-49,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,1
30-39,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,0
30-39,Private,200K-300K,10th,<8,Never-married,Other-service,Unmarried,Black,Female,35-40,United-States,0
30-39,Private,<100K,7th-8th,<8,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
>=60,State-gov,100K-200K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,1
50-59,Private,<100K,HS-grad,8--9,Married-civ-spouse,Transport-moving,Husband,White,Male,35-40,United-States,0
20-29,Private,100K-200K,Bachelors,>=10,Never-married,Tech-support,Not-in-family,White,Female,>40,United-States,0
30-39,Federal-gov,100K-200K,Some-college,>=10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>40,United-States,1
20-29,Private,100K-200K,Some-college,>=10,Never-married,Craft-repair,Not-in-family,White,Male,35-40,United-States,0
30-39,Local-gov,<100K,HS-grad,8--9,Divorced,Adm-clerical,Unmarried,White,Female,35-40,United-States,0
<20,Private,100K-200K,12th,8--9,Separated,Prof-specialty,Own-child,White,Female,35-40,United-States,0
20-29,Private,200K-300K,HS-grad,8--9,Never-married,Adm-clerical,Own-child,White,Female,35-40,United-States,0
30-39,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,Black,Male,35-40,United-States,1
40-49,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Craft-repair,Husband,White,Male,>40,United-States,1
20-29,Private,100K-200K,Some-college,>=10,Never-married,Sales,Other-relative,White,Female,<35,United-States,0
30-39,Private,100K-200K,Assoc-acdm,>=10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,>40,United-States,1
30-39,Private,>300K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
30-39,State-gov,100K-200K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,1
30-39,Local-gov,>300K,Some-college,>=10,Divorced,Exec-managerial,Unmarried,Black,Female,>40,United-States,0
<20,Private,<100K,HS-grad,8--9,Married-civ-spouse,Other-service,Wife,Black,Female,<35,United-States,0
20-29,Private,>300K,HS-grad,8--9,Never-married,Transport-moving,Own-child,White,Male,>40,United-States,0
50-59,Private,<100K,Bachelors,>=10,Divorced,Craft-repair,Unmarried,White,Male,<35,United-States,0
40-49,Private,200K-300K,5th-6th,<8,Married-civ-spouse,Other-service,Husband,Other,Male,35-40,Nicaragua,0
40-49,Private,100K-200K,HS-grad,8--9,Divorced,Adm-clerical,Not-in-family,White,Female,35-40,United-States,0
50-59,Federal-gov,100K-200K,Some-college,>=10,Married-civ-spouse,Adm-clerical,Husband,White,Male,35-40,United-States,1
30-39,Private,<100K,Bachelors,>=10,Never-married,Sales,Not-in-family,White,Male,>40,United-States,0
30-39,Private,>300K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,United-States,0
<20,Without-pay,>300K,HS-grad,8--9,Never-married,Farming-fishing,Own-child,White,Male,<35,United-States,0
20-29,State-gov,100K-200K,11th,<8,Divorced,Other-service,Unmarried,White,Female,35-40,United-States,0
>=60,Private,<100K,10th,<8,Married-civ-spouse,Transport-moving,Husband,White,Male,35-40,United-States,0
30-39,Self-emp-not-inc,100K-200K,HS-grad,8--9,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,0
30-39,Private,100K-200K,10th,<8,Divorced,Other-service,Not-in-family,White,Female,>40,United-States,0
20-29,Private,<100K,HS-grad,8--9,Separated,Handlers-cleaners,Unmarried,White,Female,35-40,Japan,0
20-29,Federal-gov,200K-300K,Masters,>=10,Never-married,Prof-specialty,Not-in-family,White,Male,35-40,United-States,0
<20,Private,200K-300K,12th,8--9,Never-married,Other-service,Own-child,White,Male,<35,United-States,0
50-59,Self-emp-not-inc,100K-200K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,35-40,England,1
50-59,Local-gov,<100K,HS-grad,8--9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,>40,United-States,0
30-39,Private,100K-200K,11th,<8,Divorced,Transport-moving,Not-in-family,White,Male,35-40,United-States,0
30-39,Local-gov,100K-200K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,1
30-39,Private,<100K,HS-grad,8--9,Married-civ-spouse,Tech-support,Husband,White,Male,>40,United-States,1
30-39,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,0
20-29,Private,<100K,HS-grad,8--9,Never-married,Other-service,Own-child,White,Male,35-40,United-States,0
20-29,Private,100K-200K,Some-college,>=10,Never-married,Sales,Own-child,White,Female,35-40,United-States,0
30-39,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
50-59,Self-emp-not-inc,>300K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,1
20-29,Private,200K-300K,Some-college,>=10,Never-married,Other-service,Not-in-family,White,Male,<35,United-States,0
50-59,Local-gov,<100K,Masters,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,0
20-29,Federal-gov,<100K,Bachelors,>=10,Never-married,Prof-specialty,Not-in-family,Other,Female,35-40,United-States,0
30-39,Private,200K-300K,Bachelors,>=10,Divorced,Tech-support,Not-in-family,White,Female,35-40,United-States,0
30-39,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,35-40,United-States,1
40-49,Self-emp-not-inc,100K-200K,Some-college,>=10,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,El-Salvador,0
30-39,Private,200K-300K,7th-8th,<8,Divorced,Sales,Unmarried,White,Female,35-40,United-States,0
50-59,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,0
40-49,Private,<100K,10th,<8,Divorced,Craft-repair,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Craft-repair,Husband,White,Male,>40,United-States,0
50-59,Private,100K-200K,5th-6th,<8,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,0
20-29,Private,>300K,HS-grad,8--9,Never-married,Adm-clerical,Not-in-family,Black,Female,35-40,United-States,0
40-49,Private,100K-200K,Bachelors,>=10,Separated,Other-service,Not-in-family,White,Female,>40,United-States,0
30-39,State-gov,200K-300K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
<20,Private,100K-200K,Assoc-acdm,>=10,Never-married,Exec-managerial,Not-in-family,White,Female,>40,United-States,0
50-59,Private,100K-200K,11th,<8,Married-civ-spouse,Other-service,Wife,White,Female,<35,United-States,0
50-59,Private,<100K,HS-grad,8--9,Widowed,Other-service,Unmarried,White,Female,<35,United-States,0
40-49,Private,100K-200K,7th-8th,<8,Married-civ-spouse,Transport-moving,Husband,White,Male,>40,United-States,0
40-49,Private,>300K,HS-grad,8--9,Divorced,Adm-clerical,Not-in-family,White,Female,35-40,United-States,0
30-39,Private,200K-300K,Bachelors,>=10,Never-married,Exec-managerial,Not-in-family,White,Male,>40,United-States,0
30-39,Self-emp-not-inc,100K-200K,Assoc-acdm,>=10,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
40-49,Private,200K-300K,Some-college,>=10,Divorced,Adm-clerical,Not-in-family,White,Female,35-40,United-States,0
30-39,Private,<100K,Bachelors,>=10,Never-married,Exec-managerial,Not-in-family,White,Male,35-40,United-States,0
40-49,Self-emp-not-inc,100K-200K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,0
40-49,Private,100K-200K,HS-grad,8--9,Separated,Craft-repair,Unmarried,Black,Female,35-40,United-States,0
<20,Private,200K-300K,Some-college,>=10,Never-married,Other-service,Own-child,White,Male,<35,United-States,0
>=60,Self-emp-inc,100K-200K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,0
50-59,Self-emp-not-inc,100K-200K,Bachelors,>=10,Married-civ-spouse,Farming-fishing,Husband,White,Male,<35,United-States,0
20-29,Federal-gov,100K-200K,HS-grad,8--9,Never-married,Adm-clerical,Other-relative,White,Male,<35,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Other-service,Not-in-family,White,Male,35-40,Puerto-Rico,0
50-59,Private,100K-200K,Masters,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,Greece,1
20-29,Self-emp-not-inc,>300K,Some-college,>=10,Never-married,Craft-repair,Not-in-family,White,Male,>40,United-States,0
50-59,Private,100K-200K,Bachelors,>=10,Separated,Sales,Not-in-family,White,Male,35-40,United-States,0
30-39,Private,>300K,HS-grad,8--9,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,0
40-49,Private,>300K,Bachelors,>=10,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,1
50-59,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,0
50-59,Private,200K-300K,HS-grad,8--9,Divorced,Craft-repair,Not-in-family,White,Male,35-40,United-States,1
20-29,Private,100K-200K,Some-college,>=10,Divorced,Other-service,Not-in-family,White,Male,<35,United-States,0
30-39,Private,100K-200K,Assoc-acdm,>=10,Never-married,Adm-clerical,Unmarried,Black,Female,35-40,Jamaica,0
40-49,Private,200K-300K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,>40,United-States,0
40-49,Private,100K-200K,10th,<8,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,>40,United-States,0
30-39,Private,100K-200K,HS-grad,8--9,Divorced,Craft-repair,Own-child,White,Male,35-40,United-States,0
30-39,Private,100K-200K,Masters,>=10,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,35-40,South,0
40-49,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Adm-clerical,Husband,White,Male,35-40,United-States,0
30-39,Self-emp-not-inc,100K-200K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,0
30-39,Self-emp-inc,>300K,Some-college,>=10,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,1
20-29,Private,>300K,Some-college,>=10,Never-married,Prof-specialty,Own-child,White,Male,<35,El-Salvador,0
40-49,Self-emp-not-inc,100K-200K,Bachelors,>=10,Married-civ-spouse,Farming-fishing,Husband,White,Male,>40,United-States,0
40-49,Self-emp-not-inc,>300K,Bachelors,>=10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,<35,United-States,0
30-39,Local-gov,200K-300K,Some-college,>=10,Never-married,Adm-clerical,Own-child,Black,Male,35-40,United-States,0
20-29,Private,>300K,Assoc-voc,>=10,Never-married,Craft-repair,Not-in-family,White,Male,<35,United-States,0
20-29,Private,100K-200K,Some-college,>=10,Never-married,Other-service,Not-in-family,White,Female,<35,United-States,0
50-59,Private,100K-200K,Doctorate,>=10,Never-married,Exec-managerial,Not-in-family,White,Male,35-40,United-States,1
20-29,Private,<100K,Some-college,>=10,Never-married,Adm-clerical,Not-in-family,Black,Female,35-40,United-States,0
30-39,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
30-39,Private,100K-200K,9th,<8,Never-married,Machine-op-inspct,Not-in-family,White,Male,35-40,United-States,0
40-49,Private,100K-200K,HS-grad,8--9,Divorced,Sales,Unmarried,White,Female,<35,United-States,0
20-29,Private,200K-300K,7th-8th,<8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,Mexico,0
30-39,Private,100K-200K,Assoc-voc,>=10,Never-married,Craft-repair,Own-child,White,Male,35-40,United-States,0
30-39,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,35-40,Ecuador,0
20-29,State-gov,>300K,Some-college,>=10,Never-married,Protective-serv,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,200K-300K,Assoc-acdm,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,0
40-49,Private,200K-300K,Some-college,>=10,Divorced,Sales,Unmarried,White,Female,35-40,Cuba,0
<20,Private,>300K,Some-college,>=10,Never-married,Adm-clerical,Own-child,White,Male,<35,Thailand,0
20-29,Private,200K-300K,Some-college,>=10,Never-married,Other-service,Own-child,White,Male,35-40,United-States,0
30-39,Federal-gov,100K-200K,Bachelors,>=10,Married-civ-spouse,Protective-serv,Husband,White,Male,>40,United-States,0
40-49,Private,100K-200K,Masters,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
20-29,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Farming-fishing,Husband,Other,Male,>40,United-States,0
50-59,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Adm-clerical,Wife,White,Female,<35,Cuba,1
40-49,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
20-29,Private,<100K,Some-college,>=10,Never-married,Sales,Own-child,White,Female,<35,United-States,0
50-59,State-gov,<100K,Assoc-voc,>=10,Divorced,Prof-specialty,Unmarried,White,Female,35-40,United-States,0
40-49,State-gov,100K-200K,Doctorate,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,1
40-49,Private,100K-200K,Masters,>=10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,35-40,United-States,0
50-59,Private,>300K,HS-grad,8--9,Divorced,Machine-op-inspct,Own-child,Black,Male,35-40,United-States,0
20-29,Private,200K-300K,Some-college,>=10,Never-married,Handlers-cleaners,Own-child,White,Female,<35,United-States,0
>=60,Self-emp-not-inc,100K-200K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,0
40-49,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>40,United-States,0
50-59,Private,100K-200K,HS-grad,8--9,Divorced,Machine-op-inspct,Unmarried,Black,Female,>40,United-States,0
30-39,Private,>300K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,United-States,0
20-29,Local-gov,200K-300K,HS-grad,8--9,Never-married,Farming-fishing,Own-child,White,Male,35-40,United-States,0
30-39,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Other-service,Husband,White,Male,35-40,United-States,0
>=60,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,United-States,1
40-49,Private,100K-200K,HS-grad,8--9,Divorced,Exec-managerial,Not-in-family,White,Male,>40,United-States,0
20-29,Private,200K-300K,HS-grad,8--9,Never-married,Machine-op-inspct,Unmarried,White,Female,35-40,United-States,0
30-39,Private,100K-200K,Bachelors,>=10,Never-married,Adm-clerical,Not-in-family,White,Female,>40,United-States,0
30-39,Private,100K-200K,12th,8--9,Divorced,Handlers-cleaners,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,200K-300K,HS-grad,8--9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,35-40,Philippines,0
50-59,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,1
40-49,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,0
>=60,Private,200K-300K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35-40,United-States,0
>=60,Private,<100K,11th,<8,Married-civ-spouse,Craft-repair,Husband,White,Male,<35,United-States,0
40-49,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,0
50-59,Private,100K-200K,Some-college,>=10,Widowed,Adm-clerical,Unmarried,White,Female,35-40,United-States,0
50-59,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,1
20-29,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35-40,United-States,0
30-39,Private,>300K,Some-college,>=10,Never-married,Tech-support,Unmarried,Black,Female,35-40,United-States,0
